4227 中正秋葉原
4347 瑞芳瑞濱店
224新北市瑞芳區瑞濱路67號1樓部份
02-89781089
""
""
""
5042 新店大新街
231新北市新店區大新街3號一樓
02-29112492
C034 北縣建國店
231新北市新店區中正路282之10號
02-29161918
2353 北縣新元店
231新北市新店區中興路3段304號
02-29154175
5452 新店能仁店
231新北市新店區文中路53巷10號
02-29124775
3441 北縣新戰店
231新北市新店區安民街136號
02-22121941
3973 新店天廈店
231新北市新店區安民街336號及安和路二段205巷6號
02-89783349
5195 新店青山鎮
231新北市新店區青山路162號
02-82112142
3534 新店建國市場
231新北市新店區建國路43號及建安街1號
02-89117715
4013 新店名揚店
231新北市新店區新和街77號及79號
02-89783770
5173 新店耕莘安康
231新北市新店區德安里車子路15號
02-22124656
4714 新店全球店
231新北市新店區寶橋路235巷128號
02-89121021
""
""
""
2380 永和樂華夜市
234新北市永和區永平路164號
02-29294312
2941 永和頂溪站
234新北市永和區永和路二段217號
02-29246370
3968 永和貞寧店
234新北市永和區永貞路158號及160號
02-89783351
4019 永和永霖店
234新北市永和區竹林路65號
02-89782237
3941 永和興工店
234新北市永和區秀朗路1段201號
02-29206112
3082 永和福和花園
234新北市永和區福和路7巷11弄16號
02-29252655
""
""
""
4573 中和浪漫店
235新北市中和區工專路38號
02-89794978
C672 中和橋安店
235新北市中和區中山路2段352號
02-22445156
5399 中和世紀店
235新北市中和區中正路728號1樓
02-22288350
C660 中和永安市場
235新北市中和區中和路414號
02-29273652
3569 中和中板店
235新北市中和區中板路27號
02-22213528
C388 中和水源店
235新北市中和區水源路73號
02-22480773
4748 中和霸氣店
235新北市中和區民德路163、165、167、169號
02-29580886
4008 中和力德店
235新北市中和區立德街26巷1號及28號
02-89783694
4770 中和嘉德店
235新北市中和區安平路89-2、89-3號
02-86680576
2911 中和和大店
235新北市中和區自立路20巷1號
02-89431406
3318 中和自治店
235新北市中和區自治街38號及40號
02-22227465
4970 中和一品苑
235新北市中和區宜安路36、38號
02-89434331
2171 北縣興南店
235新北市中和區信義街50號
02-29437029
5401 中和壽南店
235新北市中和區南山路260、260-1、260-2、260-3號
02-29495489
C894 中和遠東店
235新北市中和區建八路116號
02-32349742
2062 中和員山店
235新北市中和區員山路502-7號
02-22216218
2180 中和國際店
235新北市中和區員山路581巷2號
02-22252895
3913 中和和玉店
235新北市中和區員山路84、86、88號一樓
02-22219645
2398 中和泰和店
235新北市中和區泰和街10號
02-22456950
C192 北縣福美店
235新北市中和區莊敬路29號
02-22481053
C052 中和連城店
235新北市中和區連城路47巷1號
02-22406435
C742 中和景安站
235新北市中和區景安路152號
02-22435055
4536 中和景德店
235新北市中和區景德街91號
02-89781017
3883 中和和竹店
235新北市中和區華新街143巷12號
02-29438361
2570 中和和圓店
235新北市中和區圓通路2.4.6.號
02-82459022
4020 中和連勝店
235新北市中和區新生街225號及227號
02-89781594
C216 中和南勢店
235新北市中和區興南路二段116、118號
02-29421078
5240 中和運動中心
235新北市中和區錦和路350之2號
02-22426950
""
""
""
D633 北縣頂埔店
236新北市土城區中央路4段56號
02-22674788
4279 土城中央店
236新北市土城區中央路一段263號1樓全部
02-89781254
2367 土城城正店
236新北市土城區中正路8號
02-22701180
L502 車麗屋土城店
236新北市土城區中華路一段218號
02-22617890
5107 土城阿城店
236新北市土城區延平街71號1樓
02-82732251
3598 土城國美店
236新北市土城區延吉街300號及302號
02-22640428
3029 土城城吉店
236新北市土城區延吉街96號
02-82629459
3920 土城城隆店
236新北市土城區延和路66號及68號
02-22648001
3767 土城德霖大
236新北市土城區青雲路380巷1號
02-82628148
4392 土城哲青店
236新北市土城區青雲路589號及589之1號
02-89783133
4523 土城童話店
236新北市土城區清水路219號
02-89781693
5079 土城小天使
236新北市土城區莊園街155號1樓
02-82731420
3521 土城學士店
236新北市土城區裕民路240號及242號
02-22643801
4599 土城城生店
236新北市土城區裕生路86巷2號及86巷4號
02-89796613
3993 土城學成店
236新北市土城區學成路80號及82號
02-89783409
3779 北縣城府店
236新北市土城區學府路一段139及141號
02-82627640
5490 土城金城店
236新北市土城區龍山二街1、3號
-
""
""
""
4886 三峽金牛角
237新北市三峽區大仁路30、32號一樓
02-86726175
3419 三峽大勇店
237新北市三峽區大勇路2之1號
02-26731416
4453 三峽隆慶店
237新北市三峽區大學路17號及19號壹樓全部
02-89796287
2756 三峽龍井茶
237新北市三峽區中正路一段75-1號
02-26711069
2672 三峽三角湧
237新北市三峽區中正路二段331之1號
02-86715951
4203 三峽中園店
237新北市三峽區中園街237號一樓全部
02-89783248
4380 三峽紫微店
237新北市三峽區正義街2號
02-89780853
4642 三峽長泰店
237新北市三峽區長泰街80號、82號、84號及78巷1弄1號、3號
02-26710045
4989 三峽尊龍店
237新北市三峽區復興路176號1樓全部
02-35012479
""
""
""
2128 樹林三俊店
238新北市樹林區三俊街254號
02-26763526
3529 北縣樹鑽店
238新北市樹林區三俊街72-1號
02-26762315
2291 北縣樹興店
238新北市樹林區千歲街90號
02-26757098
5145 樹林監理所
238新北市樹林區中正路248巷7號(A棟)
02-26898208
D642 樹林樹正店
238新北市樹林區中正路791及789號
02-26765236
3407 北縣樹宏店
238新北市樹林區中興街60號一樓
02-86874617
2273 樹林泰隆店
238新北市樹林區太平路150巷38號
02-86864617
5254 樹林田仔尾
238新北市樹林區田尾街197號1樓
02-26686490
4327 樹林佳園店
238新北市樹林區佳園路三段101巷80弄3號
02-89782086
3403 樹林小萊物流
238新北市樹林區味王街3號及7號
02-86851470
3842 北縣樹玉店
"238新北市樹林區忠孝街45號,47號,49號"
02-86855460
3658 樹林東榮店
238新北市樹林區東榮街123號及125號
02-86865847
2298 樹林濟安店
238新北市樹林區保安街一段18-3號
02-86872284
4162 樹林保安店
238新北市樹林區保安街二段293-1號及293號壹樓
02-89787634
4284 樹林樹工店
238新北市樹林區保安街二段33+35號1樓全部
02-89783421
4129 樹林柑園店
238新北市樹林區柑園街一段190號
02-89787249
2527 樹林東園店
238新北市樹林區柑園街一段49號
02-26689901
4255 樹林慶園店
"238新北市樹林區柑園街二段278號,280號"
02-89783864
4649 樹林風櫃店
238新北市樹林區備內街26號
02-26753611
2887 樹林博愛店
238新北市樹林區博愛街86號
02-86755660
5307 樹林名人店
238新北市樹林區樹德街99、101號一樓
02-26860987
""
""
""
2097 鶯歌大湖店
239新北市鶯歌區大湖路366號及中湖街2號
02-86774539
3347 鶯歌鳳鳴站
"239新北市鶯歌區大湖路532,534號"
02-86776526
4591 鶯歌大哥店
239新北市鶯歌區中正三路304、308號、306號、310號
02-86780691
4432 鶯歌東正店(暫歇中)
239新北市鶯歌區中正三路37號及39、41號
02-89789248
4518 鶯歌龍正店
239新北市鶯歌區尖山路188及190號
02-89796615
D607 鶯歌陶藝店
239新北市鶯歌區重慶街29號
02-26781881
5244 鶯歌鳳吉店
239新北市鶯歌區鳳吉一街270及272號1樓
02-26793985
2605 北縣鶯駿店
239新北市鶯歌區德昌街50號
02-26773190
4188 鶯歌鳳鳴店
